280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
280, 129
281, 129
280, 129
280, 129
280, 129
280, 131
280, 131
280, 129
280, 130
280, 131
280, 131
280, 131
280, 131
281, 130
282, 130
282, 130
282, 130
283, 130
286, 129
287, 129
289, 128
291, 128
292, 128
296, 125
298, 125
300, 123
302, 121
303, 120
303, 120
303, 120
305, 114
306, 114
308, 113
308, 113
312, 113
313, 112
313, 112
314, 112
313, 112
313, 112
313, 112
313, 112
313, 112
313, 112
314, 112
319, 111
318, 111
318, 110
318, 110
318, 110
317, 111
317, 111
317, 111
317, 111
317, 112
317, 111
317, 111
317, 112
317, 113
317, 113
317, 113
317, 111
317, 111
317, 111
317, 111
317, 111
317, 111
317, 111
317, 111
317, 112
318, 111
318, 111
318, 111
319, 111
327, 95
329, 93
329, 93
329, 93
328, 92
331, 94
331, 97
331, 97
330, 100
329, 99
320, 111
322, 93
325, 89
336, 82
337, 88
335, 91
323, 105
322, 98
319, 84
317, 84
326, 84
334, 84
335, 84
324, 77
316, 74
328, 77
337, 80
341, 80
344, 79
340, 77
339, 76
341, 76
352, 75
359, 76
360, 76
363, 77
376, 79
387, 83
383, 83
390, 76
391, 76
390, 76
392, 79
409, 79
427, 78
437, 80
445, 81
456, 83
471, 84
487, 87
500, 90
510, 91
510, 91
510, 92
510, 92
510, 94
510, 93
510, 96
525, 82
546, 72
561, 74
563, 77
582, 80
594, 82
594, 82
596, 82
596, 82
597, 84
597, 84
597, 84
597, 84
597, 84
597, 84
597, 85
597, 87
598, 91
598, 91
598, 90
598, 89
598, 88
598, 88
598, 88
598, 88
598, 88
598, 88
598, 88
598, 88
598, 88
598, 88
