788, 306
788, 306
789, 306
788, 306
790, 306
788, 306
789, 306
788, 306
812, 328
857, 366
893, 378
922, 374
940, 352
944, 320
950, 281
952, 289
944, 311
932, 312
920, 297
906, 276
891, 281
877, 284
863, 278
853, 288
833, 296
801, 304
797, 316
809, 319
794, 318
795, 307
796, 309
800, 319
807, 320
801, 338
806, 490
807, 458
813, 425
787, 399
775, 422
665, 490
623, 489
583, 489
563, 491
569, 493
572, 490
574, 490
576, 489
576, 489
575, 490
576, 489
575, 489
576, 489
576, 490
576, 490
575, 490
575, 490
575, 489
576, 489
575, 489
576, 489
576, 489
576, 489
576, 489
576, 489
576, 489
576, 489
576, 488
576, 488
576, 488
575, 488
576, 488
575, 488
575, 488
575, 488
575, 488
575, 488
575, 488
575, 488
575, 488
575, 488
575, 488
575, 488
575, 488
580, 488
597, 494
614, 496
669, 489
705, 494
726, 487
729, 487
709, 472
625, 260
609, 315
587, 365
562, 401
564, 414
567, 414
561, 415
562, 413
559, 415
561, 413
560, 414
560, 414
559, 415
560, 414
559, 414
559, 414
559, 414
559, 415
559, 415
559, 415
559, 415
559, 415
559, 415
559, 415
559, 415
559, 415
559, 415
559, 415
559, 415
